id_aluno;ano;genero;idade;anos_na_pm;instituicao;fase;fase_ideal;defasagem;inde;pedra;IAA;IEG;IPS;IPP;IDA;IPV;IAN;nota_mat;nota_por;nota_ing;qtd_avaliadores;defasagem_prox;inde_prox;fase_prox;var_defasagem;var_inde;risco
RA-200;2022;M;15,0;4;Privada - Parceira;3,0;5,0;-2,0;5,705;Quartzo;7,9;5,6;4,4;;5,5;4,917;5,0;4,7;5,0;6,8;4,0;-2,0;5,661166667;4,0;0,0;-0,04383333300000025;0
RA-202;2022;F;14,0;5;Pública;3,0;4,0;-1,0;5,201;Quartzo;0,0;5,2;4,4;;5,4;6,917;5,0;6,3;5,8;4,2;4,0;-1,0;6,791641667;4,0;0,0;1,5906416670000008;0
RA-202;2023;F;15,0;6;Pública;4,0;5,0;-1,0;6,791641667;Ágata;8,8;7,9;2,52;7,96875;5,9;8,005;5,0;6,3;4,8;6,7;4,0;-1,0;7,3512154762;5,0;0,0;0,5595738091999998;0
RA-204;2022;F;13,0;3;Pública;3,0;3,0;0,0;6,943;Ágata;7,9;6,7;4,4;;7,4;5,708;10,0;5,3;8,5;8,5;4,0;0,0;7,557558333;4,0;0,0;0,6145583330000006;0
RA-204;2023;F;14,0;4;Pública;4,0;4,0;0,0;7,557558333;Ametista;8,8;7,9;2,52;8,28125;7,1;8,045;10,0;4,7;8,0;8,5;4,0;0,0;7,838218894866668;4,0;0,0;0,280660561866668;0
RA-205;2022;M;14,0;2;Pública;3,0;4,0;-1,0;5,372;Quartzo;9,6;3,8;7,5;;4,1;4,833;5,0;5,7;1,7;5,0;4,0;-1,0;6,857625;4,0;0,0;1,4856249999999998;0
RA-21;2022;M;18,0;0;Pública;7,0;8,0;-1,0;6,945;Ágata;9,6;9,2;7,5;;3,8;7,25;5,0;7,0;0,5;;4,0;0,0;;8,0;1,0;;0
RA-21;2023;M;19,0;1;Privada - Bolsa 100%;8,0;8,0;0,0;;;;;;;;;10,0;;;;;0,0;;8,0;0,0;;0
RA-211;2022;M;13,0;1;Pública;3,0;3,0;0,0;8,465;Topázio;9,2;8,8;7,5;;7,6;8,458;10,0;6,7;7,5;8,5;4,0;0,0;8,024791667;4,0;0,0;-0,4402083329999993;0
RA-211;2023;M;14,0;2;Privada - Apadrinhamento;4,0;4,0;0,0;8,024791667;Topázio;9,6;9,4;2,52;7,65625;7,1;8,71;10,0;7,7;8,0;5,7;4,0;0,0;8,283601875933334;5,0;0,0;0,2588102089333333;0
RA-215;2022;F;13,0;1;Pública;3,0;3,0;0,0;7,172;Ametista;6,7;5,8;7,5;;7,8;6,542;10,0;5,7;7,7;10,0;4,0;0,0;7,166475;4,0;0,0;-0,005524999999999558;0
RA-215;2023;F;14,0;2;Pública;4,0;4,0;0,0;7,166475;Ametista;8,8;6,6;2,52;7,96875;6,9;7,7125;10,0;5,7;6,7;8,3;4,0;0,0;7,045258874400002;5,0;0,0;-0,12121612559999839;0
RA-217;2022;F;15,0;1;Pública;3,0;5,0;-2,0;7,397;Ametista;7,9;8,5;7,5;;7,1;7,292;5,0;6,3;7,2;7,7;4,0;-1,0;6,96965;4,0;1,0;-0,42735000000000056;0
RA-217;2023;F;15,0;2;Pública;4,0;5,0;-1,0;6,96965;Ágata;8,3;8,6;2,52;8,4375;5,6;8,5025;5,0;6,7;5,3;4,8;4,0;-1,0;7,4209164502;5,0;0,0;0,45126645020000034;0
RA-218;2022;F;14,0;0;Pública;3,0;4,0;-1,0;6,1;Ágata;6,3;7,3;7,5;;4,0;6,125;5,0;5,0;7,0;0,0;4,0;-1,0;5,811541667;4,0;0,0;-0,28845833299999946;0
RA-220;2022;F;13,0;0;Pública;3,0;3,0;0,0;7,028;Ágata;0,0;8,1;7,5;;6,5;7,833;10,0;6,8;6,8;5,8;4,0;0,0;7,102016667;4,0;0,0;0,07401666700000042;0
RA-220;2023;F;14,0;1;Pública;4,0;4,0;0,0;7,102016667;Ametista;8,8;7,6;2,52;7,1875;6,1;7,5475;10,0;6,3;5,8;6,3;4,0;0,0;7,6987770562666675;5,0;0,0;0,5967603892666675;0
RA-221;2022;M;14,0;0;Pública;3,0;4,0;-1,0;6,892;Ágata;9,6;8,5;7,5;;5,2;6,0;5,0;7,0;3,5;5,0;4,0;-2,0;6,959916667;3,0;-1,0;0,06791666699999954;1
RA-223;2022;F;13,0;0;Pública;3,0;3,0;0,0;4,966;Quartzo;0,0;4,6;7,5;;3,1;5,583;10,0;4,3;4,7;0,2;4,0;-1,0;5,089833333;3,0;-1,0;0,12383333299999943;1
RA-227;2022;M;12,0;0;Pública;3,0;3,0;0,0;6,471;Ágata;9,2;6,4;7,5;;3,3;5,833;10,0;4,7;4,3;1,0;4,0;0,0;7,722125;3,0;0,0;1,251125;0
RA-227;2023;M;12,0;1;Pública;3,0;3,0;0,0;7,722125;Ametista;9,6;7,5;5,63;8,28125;6,9;7,4625;10,0;7,2;6,5;7,0;4,0;0,0;8,074015455333335;3,0;0,0;0,35189045533333463;0
RA-229;2022;M;12,0;0;Pública;3,0;3,0;0,0;8,62;Topázio;10,0;9,4;7,5;;6,9;8,5;10,0;7,0;6,7;7,2;4,0;1,0;8,207591667;4,0;1,0;-0,41240833299999835;0
RA-229;2023;M;13,0;1;Privada - Apadrinhamento;4,0;3,0;1,0;8,207591667;Topázio;9,2;9,8;2,52;8,28125;7,8;8,42;10,0;8,0;8,2;7,3;4,0;1,0;8,852545634933334;5,0;0,0;0,6449539679333327;0
RA-23;2022;M;17,0;1;Pública;6,0;7,0;-1,0;7,677;Ametista;8,3;8,2;8,1;;6,7;8,556;5,0;7,2;4,7;8,2;4,0;1,0;;8,0;2,0;;0
RA-23;2023;M;17,0;2;Privada - Bolsa 100%;8,0;7,0;1,0;;;;;;;;;10,0;;;;;0,0;;8,0;-1,0;;0
RA-234;2022;M;13,0;0;Pública;3,0;3,0;0,0;6,719;Ágata;10,0;7,6;5,6;;4,3;5,583;10,0;3,7;6,3;2,8;4,0;0,0;6,248741667;3,0;0,0;-0,4702583330000003;0
RA-236;2022;F;12,0;0;Pública;3,0;3,0;0,0;7,11;Ametista;9,6;7,5;7,5;;3,7;7,208;10,0;4,0;4,0;3,0;4,0;0,0;7,337116667;3,0;0,0;0,22711666699999977;0
RA-236;2023;F;13,0;1;Pública;3,0;3,0;0,0;7,337116667;Ametista;10,0;7,5;7,52;7,1875;4,5;7,2975;10,0;6,3;4,0;3,3;4,0;0,0;6,980833740133334;4,0;0,0;-0,3562829268666663;0
RA-237;2022;F;14,0;0;Pública;3,0;4,0;-1,0;8,084;Topázio;10,0;9,0;7,5;;7,8;8,417;5,0;6,8;7,7;8,8;4,0;-1,0;7,436566667;4,0;0,0;-0,6474333329999995;0
RA-237;2023;F;15,0;1;Privada - Apadrinhamento;4,0;5,0;-1,0;7,436566667;Ametista;8,3;9,5;2,52;8,125;6,7;8,96;5,0;7,7;7,0;5,5;4,0;-1,0;7,931384271366667;5,0;0,0;0,4948176043666672;0
RA-239;2022;F;15,0;1;Pública;3,0;5,0;-2,0;4,572;Quartzo;0,0;3,7;7,5;;3,7;5,958;5,0;2,0;4,7;4,5;4,0;-2,0;6,411333333;4,0;0,0;1,839333333;0
RA-239;2023;F;16,0;2;Pública;4,0;6,0;-2,0;6,411333333;Ágata;0,0;8,4;5,0;8,125;7,0;7,6275;5,0;6,0;7,2;7,7;4,0;-3,0;6,782180868800001;4,0;-1,0;0,3708475358000012;1
RA-240;2022;F;13,0;5;Privada - Parceira;3,0;3,0;0,0;6,943;Ágata;7,1;8,1;5,0;;4,7;7,042;10,0;6,3;5,0;2,8;4,0;0,0;6,337966667;4,0;0,0;-0,6050333329999997;0
RA-241;2022;M;14,0;6;Privada - Parceira;3,0;4,0;-1,0;8,468;Topázio;10,0;10,0;7,5;;7,7;9,125;5,0;8,2;7,5;7,3;4,0;-1,0;7,016;4,0;0,0;-1,452;0
RA-241;2023;M;15,0;7;Privada - Apadrinhamento;4,0;5,0;-1,0;7,016;Ametista;0,0;9,9;2,52;8,75;7,5;9,545;5,0;9,3;7,0;6,2;4,0;2,0;8,311616666733334;7,0;3,0;1,2956166667333342;0
RA-242;2022;M;13,0;4;Privada - Parceira;3,0;3,0;0,0;8,673;Topázio;9,6;9,7;5,6;;8,2;8,708;10,0;8,7;7,2;8,7;4,0;0,0;8,221841667;4,0;0,0;-0,4511583330000004;0
RA-242;2023;M;14,0;5;Privada - Apadrinhamento;4,0;4,0;0,0;8,221841667;Topázio;7,1;9,7;2,52;8,59375;7,9;9,3775;10,0;9,3;7,3;7,2;4,0;2,0;8,2887;7,0;2,0;0,06685833300000077;0
RA-244;2022;F;12,0;4;Privada - Parceira;3,0;3,0;0,0;8,51;Topázio;7,5;9,4;6,3;;7,8;9,208;10,0;6,7;8,0;8,7;4,0;1,0;7,044333333;4,0;1,0;-1,4656666669999998;0
RA-244;2023;F;13,0;5;Privada - Apadrinhamento;4,0;3,0;1,0;7,044333333;Ametista;0,0;8,8;2,52;8,125;7,3;8,8325;10,0;7,0;8,0;6,8;4,0;1,0;8,7225;5,0;0,0;1,6781666670000002;0
RA-245;2022;M;14,0;6;Privada - Parceira;3,0;4,0;-1,0;8,656;Topázio;10,0;9,9;7,5;;8,4;9,25;5,0;8,3;8,2;8,8;4,0;-1,0;7,171166667;4,0;0,0;-1,484833333000001;0
RA-245;2023;M;15,0;7;Privada - Apadrinhamento;4,0;5,0;-1,0;7,171166667;Ametista;0,0;10,0;2,52;8,75;8,1;9,5875;5,0;9,3;7,8;7,3;4,0;2,0;8,452633333266668;7,0;3,0;1,2814666662666685;0
RA-246;2022;M;13,0;0;Pública;3,0;3,0;0,0;8,639;Topázio;8,3;9,4;7,5;;7,6;9,167;10,0;8,0;6,7;8,0;4,0;0,0;8,256766667;4,0;0,0;-0,3822333329999985;0
RA-246;2023;M;14,0;1;Privada;4,0;4,0;0,0;8,256766667;Topázio;8,8;9,9;4,39;8,125;6,8;8,9175;10,0;7,7;7,0;5,8;4,0;2,0;4,7404;7,0;2,0;-3,5163666670000007;0
RA-247;2022;F;13,0;1;Pública;3,0;3,0;0,0;7,72;Ametista;8,3;8,2;7,5;;5,8;7,875;10,0;5,3;5,7;6,3;4,0;0,0;7,221958333;3,0;0,0;-0,49804166699999985;0
RA-247;2023;F;13,0;2;Pública;3,0;3,0;0,0;7,221958333;Ametista;0,0;8,5;7,52;8,28125;7,2;7,5425;10,0;6,5;6,7;8,3;4,0;0,0;6,646485739800001;4,0;0,0;-0,5754725931999989;0
RA-249;2022;M;14,0;5;Pública;3,0;4,0;-1,0;5,097;Quartzo;6,7;7,4;5,0;;2,9;4,292;5,0;2,3;4,2;2,2;4,0;-2,0;5,444625;3,0;-1,0;0,34762499999999985;1
RA-249;2023;M;15,0;6;Pública;3,0;5,0;-2,0;5,444625;Quartzo;0,0;8,2;5,0;5,15625;4,9;6,545;5,0;6,2;5,3;3,2;4,0;-2,0;6,125104328999999;4,0;0,0;0,6804793289999989;0
RA-25;2022;F;17,0;1;Pública;6,0;7,0;-1,0;7,979;Ametista;8,3;8,3;8,8;;6,9;9,667;5,0;9,2;3,8;7,7;4,0;0,0;;8,0;1,0;;0
RA-25;2023;F;18,0;2;Privada - Bolsa 100%;8,0;8,0;0,0;;;;;;;;;10,0;;;;;0,0;;8,0;0,0;;0
RA-250;2022;F;12,0;0;Pública;3,0;3,0;0,0;7,958;Ametista;8,3;8,6;7,5;;6,6;7,625;10,0;6,7;6,5;6,7;4,0;0,0;7,598208333;3,0;0,0;-0,35979166700000054;0
RA-250;2023;F;13,0;1;Pública;3,0;3,0;0,0;7,598208333;Ametista;0,0;9,3;5,63;7,96875;8,3;8,625;10,0;7,7;8,8;8,3;4,0;0,0;9,049892592566668;4,0;0,0;1,451684259566668;0
RA-251;2022;M;15,0;4;Pública;3,0;5,0;-2,0;7,022;Ágata;10,0;8,1;5,6;;6,3;6,625;5,0;5,3;6,3;7,2;4,0;-1,0;6,665208333;4,0;1,0;-0,3567916670000004;0
RA-251;2023;M;15,0;5;Pública;4,0;5,0;-1,0;6,665208333;Ágata;9,6;8,0;2,52;7,34375;5,3;7,835;5,0;5,0;5,5;5,3;4,0;-1,0;6,7135006212;5,0;0,0;0,04829228819999987;0
RA-254;2022;M;14,0;3;Pública;3,0;4,0;-1,0;6,715;Ágata;10,0;7,4;5,6;;5,3;6,917;5,0;5,0;6,8;4,0;4,0;-1,0;;4,0;0,0;;0
RA-26;2022;M;17,0;0;Pública;6,0;7,0;-1,0;8,677;Topázio;9,6;8,8;10,0;;8,0;10,0;5,0;9,5;4,4;10,0;4,0;-1,0;;7,0;0,0;;0
RA-26;2023;M;18,0;1;Privada - Bolsa 100%;7,0;8,0;-1,0;;;0,0;;7,52;;;;5,0;;;;;0,0;;8,0;1,0;;0
RA-260;2022;F;13,0;3;Pública;3,0;3,0;0,0;7,44;Ametista;10,0;8,2;7,5;;5,0;6,458;10,0;5,7;5,2;4,2;4,0;0,0;8,080008333;3,0;0,0;0,6400083329999999;0
RA-260;2023;F;13,0;4;Pública;3,0;3,0;0,0;8,080008333;Topázio;9,2;9,9;7,52;7,34375;6,1;7,4175;10,0;6,3;5,2;6,7;4,0;0,0;8,448920634933334;4,0;0,0;0,36891230193333335;0
RA-262;2022;M;15,0;1;Pública;3,0;5,0;-2,0;4,786;Quartzo;0,0;5,8;5,6;;3,4;5,625;5,0;1,3;5,5;3,5;4,0;-2,0;4,406458333;4,0;0,0;-0,3795416669999998;0
RA-262;2023;M;16,0;2;Privada;4,0;6,0;-2,0;4,406458333;Quartzo;0,0;3,7;5,0;7,03125;3,8;6,05;5,0;5,0;3,3;3,0;4,0;-2,0;5,806145462066667;4,0;0,0;1,3996871290666668;0
RA-265;2022;M;13,0;3;Pública;3,0;3,0;0,0;7,926;Ametista;8,3;7,7;7,5;;6,9;7,917;10,0;5,3;7,0;8,5;4,0;0,0;;4,0;0,0;;0
RA-267;2022;F;15,0;6;Pública;3,0;5,0;-2,0;6,012;Ágata;10,0;7,4;5,0;;3,3;6,292;5,0;2,3;4,8;2,7;4,0;-2,0;;4,0;0,0;;0
RA-267;2023;F;16,0;7;Pública;4,0;6,0;-2,0;;;7,9;7,7;;4,6875;2,7;6,505;5,0;2,7;4,0;1,3;4,0;-2,0;5,896306781966668;5,0;0,0;;0
RA-269;2022;M;13,0;0;Pública;3,0;3,0;0,0;8,231;Topázio;9,2;8,6;6,3;;8,9;7,25;10,0;8,7;9,5;8,5;4,0;0,0;8,116041667;4,0;0,0;-0,11495833300000058;0
RA-269;2023;M;14,0;1;Pública;4,0;4,0;0,0;8,116041667;Topázio;9,6;9,0;2,52;8,59375;7,4;8,7975;10,0;8,0;7,3;7,0;4,0;2,0;8,4773;7,0;2,0;0,3612583330000003;0
RA-27;2022;M;17,0;6;Privada - Parceira;6,0;7,0;-1,0;7,124;Ametista;0,0;7,6;8,1;;8,0;9,111;5,0;7,7;6,3;10,0;4,0;0,0;7,921266667;7,0;1,0;0,7972666670000006;0
RA-27;2023;M;17,0;7;Privada - Apadrinhamento;7,0;7,0;0,0;7,921266667;Ametista;6,7;7,7;6,89;8,625;6,9;8,8825;10,0;7,0;5,8;8,0;4,0;0,0;;8,0;0,0;;0
RA-270;2022;F;13,0;3;Privada - Parceira;3,0;3,0;0,0;8,226;Topázio;8,3;8,4;6,9;;7,9;8,125;10,0;8,0;7,2;8,5;4,0;0,0;7,982633333;4,0;0,0;-0,24336666700000098;0
RA-270;2023;F;14,0;4;Privada - Apadrinhamento;4,0;4,0;0,0;7,982633333;Ametista;9,2;9,0;2,52;8,75;6,6;9,1275;10,0;7,7;6,2;5,8;4,0;2,0;4,79255;7,0;2,0;-3,1900833329999996;0
RA-271;2022;F;15,0;0;Pública;3,0;5,0;-2,0;7,255;Ametista;9,2;8,5;5,6;;7,1;6,958;5,0;6,3;6,5;8,3;4,0;-2,0;6,140333333;4,0;0,0;-1,1146666669999998;0
RA-271;2023;F;16,0;1;Pública;4,0;6,0;-2,0;6,140333333;Ágata;0,0;9,3;2,52;8,125;5,9;7,7125;5,0;4,3;7,0;6,3;4,0;-1,0;7,400633333333334;5,0;1,0;1,2603000003333342;0
RA-273;2022;F;14,0;4;Pública;3,0;4,0;-1,0;5,679;Quartzo;9,2;5,3;7,5;;3,0;5,833;5,0;3,8;4,7;0,5;4,0;-1,0;6,337116667;3,0;0,0;0,6581166669999998;0
RA-273;2023;F;14,0;5;Pública;3,0;4,0;-1,0;6,337116667;Ágata;7,9;7,4;2,52;7,8125;5,0;7,6275;5,0;5,3;6,8;3,0;4,0;-1,0;6,5991307798;4,0;0,0;0,2620141128000002;0
RA-274;2022;F;11,0;3;Privada - Parceira;3,0;2,0;1,0;7,946;Ametista;7,9;8,3;7,5;;8,1;7,0;10,0;8,1;9,3;7,0;4,0;1,0;8,137625;4,0;0,0;0,19162500000000016;0
RA-274;2023;F;12,0;4;Privada - Apadrinhamento;4,0;3,0;1,0;8,137625;Topázio;7,5;9,5;5,63;7,65625;7,5;8,295;10,0;7,0;7,7;7,8;4,0;2,0;8,651029629666667;5,0;1,0;0,5134046296666668;0
RA-276;2022;F;14,0;5;Pública;3,0;4,0;-1,0;5,527;Quartzo;7,1;5,7;5,6;;4,3;5,125;5,0;3,7;6,0;3,3;4,0;0,0;6,690458333;4,0;1,0;1,1634583329999995;0
RA-277;2022;M;14,0;1;Pública;3,0;4,0;-1,0;7,411;Ametista;7,1;8,8;7,5;;7,4;7,208;5,0;7,2;7,0;8,2;4,0;-1,0;7,7284;4,0;0,0;0,3174000000000001;0
RA-277;2023;M;15,0;2;Pública;4,0;5,0;-1,0;7,7284;Ametista;8,3;9,9;7,52;8,125;5,5;8,7525;5,0;5,7;6,0;4,8;4,0;2,0;8,0689833334;7,0;3,0;0,3405833334000006;0
RA-278;2022;M;12,0;4;Privada - Parceira;3,0;3,0;0,0;7,741;Ametista;8,8;9,2;5,6;;6,0;7,417;10,0;5,7;5,8;6,4;4,0;1,0;7,1935;4,0;1,0;-0,5474999999999994;0
RA-278;2023;M;13,0;5;Pública;4,0;3,0;1,0;7,1935;Ametista;0,0;9,8;5,63;8,75;5,6;8,3775;10,0;6,0;5,3;5,5;4,0;1,0;8,907314492800001;5,0;0,0;1,713814492800001;0
RA-279;2022;M;13,0;3;Privada - Parceira;3,0;3,0;0,0;8,815;Topázio;9,2;9,9;6,3;;9,1;8,208;10,0;9,7;8,3;9,3;4,0;0,0;9,006266667;4,0;0,0;0,19126666700000072;0
RA-279;2023;M;14,0;4;Pública;4,0;4,0;0,0;9,006266667;Topázio;8,8;10,0;6,27;8,75;8,9;9,2125;10,0;9,0;8,5;9,3;4,0;1,0;9,113133333366669;5,0;1,0;0,10686666636666864;0
RA-280;2022;F;13,0;1;Privada - Parceira;3,0;3,0;0,0;8,046;Ametista;7,5;9,2;7,5;;7,1;7,333;10,0;5,7;7,0;8,7;4,0;0,0;8,189225;4,0;0,0;0,14322500000000105;0
RA-280;2023;F;14,0;2;Privada - Apadrinhamento;4,0;4,0;0,0;8,189225;Topázio;6,7;9,5;7,52;8,28125;6,5;8,7125;10,0;6,3;7,7;5,5;4,0;1,0;8,822714492700001;5,0;1,0;0,6334894927000008;0
RA-283;2022;M;14,0;2;Pública;3,0;4,0;-1,0;7,131;Ametista;9,6;8,8;7,5;;5,6;6,625;5,0;4,5;5,8;6,6;4,0;-2,0;7,549025;3,0;-1,0;0,4180250000000001;1
RA-283;2023;M;15,0;3;Pública;3,0;5,0;-2,0;7,549025;Ametista;8,3;9,5;7,52;7,03125;6,8;7,5025;5,0;6,8;4,8;8,8;4,0;-2,0;7,9444309524;4,0;0,0;0,3954059524;0
RA-285;2022;F;16,0;2;Pública;3,0;6,0;-3,0;5,063;Quartzo;9,2;4,1;7,5;;2,8;5,75;2,5;4,0;3,2;1,2;4,0;-3,0;5,380358333;4,0;0,0;0,3173583330000005;0
RA-286;2022;F;15,0;0;Pública;3,0;5,0;-2,0;5,424;Quartzo;7,1;5,8;6,3;;3,0;5,625;5,0;4,7;2,3;2,0;4,0;-1,0;5,713333333;4,0;1,0;0,2893333329999992;0
RA-286;2023;F;15,0;1;Pública;4,0;5,0;-1,0;5,713333333;Quartzo;0,0;7,5;5,0;8,125;4,7;7,3375;5,0;3,7;5,0;5,3;4,0;-1,0;5,123180882333333;5,0;0,0;-0,5901524506666664;0
RA-287;2022;F;17,0;0;Pública;3,0;7,0;-4,0;3,7;Quartzo;7,9;3,4;5,0;;1,1;4,292;2,5;0,7;2,5;0,2;4,0;-4,0;3,745541667;4,0;0,0;0,04554166699999973;0
RA-29;2022;M;17,0;0;Pública;6,0;7,0;-1,0;4,985;Quartzo;0,0;4,0;8,8;;3,7;7,611;5,0;6,3;1,1;3,8;4,0;0,0;;8,0;1,0;;0
RA-29;2023;M;18,0;1;Privada - Bolsa 100%;8,0;8,0;0,0;;;;;;;;;10,0;;;;;0,0;;8,0;0,0;;0
RA-291;2022;M;13,0;0;Pública;3,0;3,0;0,0;8,122;Topázio;8,3;8,2;6,9;;8,0;7,792;10,0;8,0;7,5;8,5;4,0;0,0;8,493058333;4,0;0,0;0,3710583330000006;0
RA-291;2023;M;14,0;1;Privada - Apadrinhamento;4,0;4,0;0,0;8,493058333;Topázio;8,8;8,6;7,52;8,90625;7,1;9,21;10,0;8,0;6,5;6,7;4,0;2,0;7,931966666733333;7,0;2,0;-0,5610916662666678;0
RA-295;2022;F;14,0;0;Pública;3,0;4,0;-1,0;7,305;Ametista;7,9;8,0;7,5;;6,9;7,375;5,0;5,3;7,7;7,7;4,0;-1,0;7,641016667;4,0;0,0;0,336016667;0
RA-298;2022;M;13,0;3;Pública;3,0;3,0;0,0;6,409;Ágata;9,2;6,3;5,6;;5,2;5,417;10,0;5,5;4,8;;4,0;-1,0;6,824333333;3,0;-1,0;0,4153333330000004;1
RA-299;2022;F;13,0;3;Privada - Parceira;3,0;3,0;0,0;7,278;Ametista;7,1;8,2;5,0;;6,8;6,708;10,0;6,3;7,3;6,7;4,0;0,0;6,796541667;4,0;0,0;-0,48145833299999996;0
RA-299;2023;F;14,0;4;Privada - Apadrinhamento;4,0;4,0;0,0;6,796541667;Ágata;0,0;9,6;2,52;7,96875;6,1;8,005;10,0;5,0;7,2;6,2;4,0;1,0;8,177186956533333;5,0;1,0;1,3806452895333337;0
RA-300;2022;M;14,0;0;Pública;3,0;4,0;-1,0;5,557;Quartzo;5,4;6,9;6,3;;3,1;5,875;5,0;2,7;4,8;1,7;4,0;-2,0;5,616691667;3,0;-1,0;0,05969166700000006;1
RA-301;2022;F;13,0;3;Pública;3,0;3,0;0,0;6,802;Ágata;8,8;5,8;5,6;;6,3;6,042;10,0;6,5;7,2;5,4;4,0;0,0;6,760341667;4,0;0,0;-0,04165833299999999;0
RA-301;2023;F;14,0;4;Pública;4,0;4,0;0,0;6,760341667;Ágata;9,2;5,4;7,52;6,71875;5,2;6,465;10,0;4,7;6,5;4,5;4,0;0,0;8,410830701766667;4,0;0,0;1,6504890347666672;0
RA-302;2022;M;16,0;0;Pública;3,0;6,0;-3,0;6,334;Ágata;9,2;7,7;6,9;;4,8;6,208;2,5;4,3;5,0;5,0;4,0;-2,0;5,314333333;5,0;1,0;-1,0196666669999992;0
RA-303;2022;M;14,0;3;Pública;3,0;4,0;-1,0;6,03;Ágata;7,5;7,2;7,5;;3,9;5,375;5,0;3,8;4,0;;4,0;-2,0;5,914291667;3,0;-1,0;-0,11570833300000061;1
RA-303;2023;M;15,0;4;Pública;3,0;5,0;-2,0;5,914291667;Quartzo;0,0;7,3;7,52;7,65625;5,1;7,05;5,0;5,7;5,2;4,5;4,0;-2,0;6,2443426900666665;4,0;0,0;0,3300510230666669;0
RA-304;2022;M;15,0;2;Pública;3,0;5,0;-2,0;6,355;Ágata;8,8;7,7;7,5;;4,3;5,542;5,0;3,0;5,5;;4,0;-2,0;6,241583333;3,0;0,0;-0,11341666700000008;0
RA-304;2023;M;15,0;3;Pública;3,0;5,0;-2,0;6,241583333;Ágata;0,0;8,8;5,0;7,8125;5,7;7,835;5,0;7,0;3,7;6,3;4,0;-3,0;6,852411484600001;3,0;-1,0;0,6108281516000007;1
RA-305;2022;M;14,0;3;Pública;3,0;4,0;-1,0;6,058;Ágata;7,9;6,6;7,5;;4,8;5,208;5,0;2,8;6,7;;4,0;-2,0;6,394291667;3,0;-1,0;0,33629166700000024;1
RA-305;2023;M;15,0;4;Pública;3,0;5,0;-2,0;6,394291667;Ágata;0,0;8,9;7,52;7,65625;5,2;7,75;5,0;5,2;4,8;5,7;4,0;-1,0;6,693026811600001;4,0;1,0;0,29873514460000106;0
RA-306;2022;F;14,0;1;Pública;3,0;4,0;-1,0;6,427;Ágata;8,3;6,8;7,5;;5,2;5,958;5,0;4,7;5,8;5,0;4,0;-1,0;5,732375;4,0;0,0;-0,6946249999999994;0
RA-306;2023;F;15,0;2;Pública;4,0;5,0;-1,0;5,732375;Quartzo;0,0;7,9;6,26;7,34375;4,0;7,46;5,0;4,7;4,5;2,8;4,0;-1,0;6,1661539474;5,0;0,0;0,43377894739999956;0
RA-307;2022;M;14,0;0;Pública;3,0;4,0;-1,0;4,733;Quartzo;5,4;4,5;7,5;;2,5;4,708;5,0;5,0;0,0;;4,0;-2,0;6,047333333;3,0;-1,0;1,3143333330000004;1
RA-308;2022;M;13,0;3;Pública;3,0;3,0;0,0;6,93;Ágata;7,9;7,4;6,9;;5,0;6,167;10,0;6,7;5,5;2,8;4,0;0,0;6,578558333;4,0;0,0;-0,35144166699999957;0
RA-308;2023;M;14,0;4;Pública;4,0;4,0;0,0;6,578558333;Ágata;5,4;6,8;5,0;7,03125;4,9;7,5025;10,0;4,7;5,2;4,7;4,0;1,0;7,489282456133334;5,0;1,0;0,9107241231333338;0
RA-31;2022;F;17,0;3;Privada - Parceira;6,0;7,0;-1,0;8,843;Topázio;10,0;9,5;9,4;;8,0;10,0;5,0;9,0;5,7;9,3;4,0;0,0;;8,0;1,0;;0
RA-31;2023;F;18,0;4;Privada - Bolsa 100%;8,0;8,0;0,0;;;;;;;;;10,0;;;;;0,0;;8,0;0,0;;0
RA-313;2022;F;14,0;0;Pública;3,0;4,0;-1,0;5,8;Quartzo;7,5;7,0;5,0;;4,1;5,889;5,0;4,7;5,0;2,5;3,0;0,0;7,011091667;4,0;1,0;1,2110916669999998;0
RA-313;2023;F;14,0;1;Pública;4,0;4,0;0,0;7,011091667;Ametista;9,2;8,7;2,52;7,65625;3,9;7,75;10,0;4,0;2,8;5,0;4,0;-1,0;7,25285;4,0;-1,0;0,24175833299999994;1
RA-315;2022;F;13,0;0;Pública;3,0;3,0;0,0;5,672;Quartzo;6,7;5,1;7,5;;3,0;5,056;10,0;3,0;4,2;1,8;3,0;-1,0;5,977708333;3,0;-1,0;0,3057083330000001;1
RA-315;2023;F;14,0;1;Pública;3,0;4,0;-1,0;5,977708333;Quartzo;0,0;6,8;5,0;7,96875;6,3;7,8375;5,0;5,7;6,8;6,3;4,0;-1,0;6,0768703704;4,0;0,0;0,09916203740000018;0
RA-316;2022;F;14,0;0;Pública;3,0;4,0;-1,0;7,889;Ametista;10,0;10,0;6,9;;6,1;8,389;5,0;7,0;6,5;4,7;3,0;0,0;8,436908333;4,0;1,0;0,5479083329999996;0
RA-316;2023;F;14,0;1;Pública;4,0;4,0;0,0;8,436908333;Topázio;10,0;9,5;7,52;8,59375;5,7;8,96;10,0;6,3;5,7;5,0;4,0;0,0;8,708925;5,0;0,0;0,2720166670000008;0
RA-318;2022;F;14,0;3;Pública;3,0;4,0;-1,0;6,527;Ágata;8,3;6,9;6,9;;5,8;6,111;5,0;4,3;5,8;7,3;3,0;-1,0;6,856575;4,0;0,0;0,3295750000000002;0
